timestamp,robot_id,drive_motor_temperature_c,drive_motor_current_a,drive_vibration_mm_s,battery_voltage_v,battery_temperature_c,days_since_maintenance,risk_level
2026-05-02 10:27:30,ROBOT_04,53.31,8.855,1.518,48.213,32.04,1,정상
2026-05-02 11:20:31,ROBOT_01,48.57,8.747,1.511,48.069,28.6,1,정상
2026-05-02 11:20:31,ROBOT_02,48.67,5.975,1.473,48.148,30.58,1,정상
2026-05-02 11:20:31,ROBOT_03,45.83,7.485,1.803,48.348,34.88,1,정상
2026-05-02 11:20:31,ROBOT_04,40.59,7.671,1.463,48.307,30.46,1,정상
2026-05-02 12:13:32,ROBOT_01,47.59,7.226,1.709,48.738,34.87,1,정상
2026-05-02 12:13:32,ROBOT_02,50.82,8.134,1.557,48.4,30.72,1,정상
2026-05-02 12:13:32,ROBOT_03,48.44,8.79,1.104,48.521,31.88,1,정상
2026-05-02 12:13:32,ROBOT_04,55.78,9.392,1.631,48.048,32.79,1,정상
2026-05-02 13:06:33,ROBOT_01,50.08,10.128,1.65,47.345,35.53,1,정상
2026-05-02 13:06:33,ROBOT_02,48.87,8.715,1.562,47.199,33.39,1,정상
2026-05-02 13:06:33,ROBOT_03,48.52,9.955,1.169,48.644,31.47,1,정상
2026-05-02 13:06:33,ROBOT_04,49.25,8.427,1.892,48.655,35.18,1,정상
2026-05-02 13:59:34,ROBOT_01,53.95,8.039,1.669,47.707,34.71,1,정상
2026-05-02 13:59:34,ROBOT_02,59.67,9.269,3.334,46.936,42.41,1,주의
2026-05-02 13:59:34,ROBOT_03,47.44,9.677,1.574,48.034,34.01,1,정상
2026-05-02 13:59:34,ROBOT_04,47.96,7.898,1.165,47.818,36.56,1,정상
2026-05-02 14:52:34,ROBOT_01,66.74,13.863,3.467,45.919,45.74,1,주의
2026-05-02 14:52:34,ROBOT_02,50.94,8.379,1.342,48.17,35.61,1,정상
2026-05-02 14:52:34,ROBOT_03,44.77,8.399,1.095,48.287,32.66,1,정상
2026-05-02 14:52:34,ROBOT_04,48.23,8.749,1.589,47.532,36.78,1,정상
2026-05-02 15:45:35,ROBOT_01,53.71,9.182,1.487,47.472,34.69,1,정상
2026-05-02 15:45:35,ROBOT_02,54.29,9.975,2.003,47.634,37.23,1,정상
2026-05-02 15:45:35,ROBOT_03,50.9,9.786,1.429,49.154,29.91,1,정상
2026-05-02 15:45:35,ROBOT_04,52.78,8.484,1.609,47.459,36.47,1,정상
2026-05-02 16:38:36,ROBOT_01,46.03,10.408,1.619,47.941,34.7,1,정상
2026-05-02 16:38:36,ROBOT_02,53.63,8.336,2.106,47.391,37.7,1,정상
2026-05-02 16:38:36,ROBOT_03,49.32,8.37,1.634,48,34.54,1,정상
2026-05-02 16:38:36,ROBOT_04,52.49,9.571,1.982,48.067,35.47,1,정상
2026-05-02 17:31:37,ROBOT_01,50.01,9.061,2.322,47.483,33.02,1,정상
2026-05-02 17:31:37,ROBOT_02,51.92,9.792,1.835,47.902,34.94,1,정상
2026-05-02 17:31:37,ROBOT_03,53.11,9.335,1.642,48.308,32.68,1,정상
2026-05-02 17:31:37,ROBOT_04,52.81,8.971,1.689,47.204,37.13,1,정상
2026-05-02 18:24:38,ROBOT_01,58.07,9.25,1.843,47.547,35.12,1,정상
2026-05-02 18:24:38,ROBOT_02,52.01,8.62,1.459,47.466,38.55,1,정상
2026-05-02 18:24:38,ROBOT_03,47.49,9.785,1.259,48.242,34.12,1,정상
2026-05-02 18:24:38,ROBOT_04,52.61,7.866,1.387,46.912,34.19,1,정상
2026-05-02 19:17:38,ROBOT_01,53.13,9.739,1.725,48.023,38.22,1,정상
2026-05-02 19:17:38,ROBOT_02,55.42,9.355,1.617,47.722,33.91,1,정상
2026-05-02 19:17:38,ROBOT_03,51.76,9.564,1.2,47.546,34.35,1,정상
2026-05-02 19:17:38,ROBOT_04,51.02,9.343,1.438,46.857,33.11,1,정상
2026-05-02 20:10:39,ROBOT_01,47.39,8.565,2.207,48.091,35.96,1,정상
2026-05-02 20:10:39,ROBOT_02,51.03,9.368,1.745,47.918,34.07,1,정상
2026-05-02 20:10:39,ROBOT_03,48.63,9.208,1.463,47.87,36.13,1,정상
2026-05-02 20:10:39,ROBOT_04,52.11,9.768,1.417,47.531,35.13,1,정상
2026-05-02 21:03:40,ROBOT_01,56.31,8.604,1.669,46.964,33.3,1,정상
2026-05-02 21:03:40,ROBOT_02,47.66,9.03,1.885,48.557,33.76,1,정상
2026-05-02 21:03:40,ROBOT_03,51.45,8.148,1.223,47.95,34.55,1,정상
2026-05-02 21:03:40,ROBOT_04,55.27,9.533,1.677,47.238,39.1,1,정상
2026-05-02 21:56:41,ROBOT_01,52.59,8.742,1.19,48.082,33.92,1,정상
2026-05-02 21:56:41,ROBOT_02,47.19,9.31,1.669,47.849,32.18,1,정상
2026-05-02 21:56:41,ROBOT_03,47.63,7.824,1.671,48.595,31.74,1,정상
2026-05-02 21:56:41,ROBOT_04,53.82,8.6,1.577,46.595,35.22,1,정상
2026-05-02 22:49:41,ROBOT_01,49.61,8.89,1.706,47.51,34.84,1,정상
2026-05-02 22:49:41,ROBOT_02,55.8,9.98,1.595,47.037,39.15,1,정상
2026-05-02 22:49:41,ROBOT_03,51.05,9.473,1.305,47.753,34.69,1,정상
2026-05-02 22:49:41,ROBOT_04,52.64,9.133,1.66,47.539,35.43,1,정상
2026-05-02 23:42:42,ROBOT_01,50.18,9.045,1.548,48.223,34.12,1,정상
2026-05-02 23:42:42,ROBOT_02,52.08,9.725,1.632,47.742,33.8,1,정상
2026-05-02 23:42:42,ROBOT_03,53.27,10.073,1.411,48.142,32.51,1,정상
2026-05-02 23:42:42,ROBOT_04,51.57,8.054,1.473,47.663,31.75,1,정상
2026-05-03 00:35:43,ROBOT_01,49.48,8.329,1.381,47.545,30.51,2,정상
2026-05-03 00:35:43,ROBOT_02,46.5,7.919,1.305,47.899,31.29,2,정상
2026-05-03 00:35:43,ROBOT_03,46.98,7.813,1.479,48.317,33.93,2,정상
2026-05-03 00:35:43,ROBOT_04,51.69,10.033,1.588,46.924,35.55,2,정상
2026-05-03 01:28:44,ROBOT_01,49.65,9.097,1.575,48.506,31.54,2,정상
2026-05-03 01:28:44,ROBOT_02,48.26,8.465,1.563,47.733,31.17,2,정상
2026-05-03 01:28:44,ROBOT_03,47.82,8.386,1.476,48.528,30.34,2,정상
2026-05-03 01:28:44,ROBOT_04,50.88,7.925,0.991,47.882,32.95,2,정상
2026-05-03 02:21:45,ROBOT_01,44.36,10.103,1.121,48.772,34.82,2,정상
2026-05-03 02:21:45,ROBOT_02,48.15,7.882,1.585,47.529,31.8,2,정상
2026-05-03 02:21:45,ROBOT_03,52.54,7.267,1.84,48.143,33.78,2,정상
2026-05-03 02:21:45,ROBOT_04,50.01,8.44,1.079,47.183,34.12,2,정상
2026-05-03 03:14:45,ROBOT_01,48.88,7.848,1.178,48.102,31.31,2,정상
2026-05-03 03:14:45,ROBOT_02,47.47,7.684,1.235,47.248,34.23,2,정상
2026-05-03 03:14:45,ROBOT_03,40.25,6.802,1.211,48.588,30.35,2,정상
2026-05-03 03:14:45,ROBOT_04,50.62,8.259,1.614,47.475,35.58,2,정상
2026-05-03 04:07:46,ROBOT_01,56.12,8.396,1.756,48.072,34.97,2,정상
2026-05-03 04:07:46,ROBOT_02,47.2,8.183,1.378,48.764,29.15,2,정상
2026-05-03 04:07:46,ROBOT_03,46.47,8.472,1.349,48.762,31.46,2,정상
2026-05-03 04:07:46,ROBOT_04,52.41,10.239,1.839,47.899,32.27,2,정상
2026-05-03 05:00:47,ROBOT_01,45.09,8.422,1.052,48.384,28.99,2,정상
2026-05-03 05:00:47,ROBOT_02,46.67,7.778,1.801,48.054,27.39,2,정상
2026-05-03 05:00:47,ROBOT_03,44.32,7.22,0.695,48.518,27.69,2,정상
2026-05-03 05:00:47,ROBOT_04,52.08,9.009,1.543,48.298,32.38,2,정상
2026-05-03 05:53:48,ROBOT_01,43.66,8.996,1.608,48.57,34.07,2,정상
2026-05-03 05:53:48,ROBOT_02,42.49,7.701,1.047,48.484,30.78,2,정상
2026-05-03 05:53:48,ROBOT_03,46.42,7.467,1.168,48.963,28.32,2,정상
2026-05-03 05:53:48,ROBOT_04,45.84,7.903,1.836,47.377,32.52,2,정상
2026-05-03 06:46:49,ROBOT_01,45.59,9.168,0.769,48.044,30.46,2,정상
2026-05-03 06:46:49,ROBOT_02,53.29,8.955,1.619,47.864,33.47,2,정상
2026-05-03 06:46:49,ROBOT_03,42.82,6.768,1.267,48.356,35.27,2,정상
2026-05-03 06:46:49,ROBOT_04,47.18,7.614,1.272,47.483,30.01,2,정상
2026-05-03 07:39:49,ROBOT_01,45.06,8.615,1.29,48.624,33.15,2,정상
2026-05-03 07:39:49,ROBOT_02,50.58,8.357,0.889,48.335,30.49,2,정상
2026-05-03 07:39:49,ROBOT_03,49.72,8.948,1.396,48.303,33.6,2,정상
2026-05-03 07:39:49,ROBOT_04,49.59,6.986,2.045,47.465,33.17,2,정상
2026-05-03 08:32:50,ROBOT_01,46.91,8.507,1.258,48.753,30.31,2,정상
2026-05-03 08:32:50,ROBOT_02,48.63,8.698,1.075,48.699,31.81,2,정상
2026-05-03 08:32:50,ROBOT_03,41.24,7.981,1.195,48.794,29.21,2,정상
2026-05-03 08:32:50,ROBOT_04,49.95,8.148,1.704,47.823,30.34,2,정상
2026-05-03 09:25:51,ROBOT_01,46.04,8.307,1.098,48.498,27.52,2,정상
2026-05-03 09:25:51,ROBOT_02,46.19,8.314,1.699,48.684,32.74,2,정상
2026-05-03 09:25:51,ROBOT_03,48.83,7.983,1.1,48.632,34.74,2,정상
2026-05-03 09:25:51,ROBOT_04,49.85,7.801,1.29,48.133,29.51,2,정상
2026-05-03 10:18:52,ROBOT_01,49.75,9.685,1.849,48.433,32.05,2,정상
2026-05-03 10:18:52,ROBOT_02,50.56,8.644,0.848,48.413,31.4,2,정상
2026-05-03 10:18:52,ROBOT_03,46.31,8.461,1.518,48.622,35.33,2,정상
2026-05-03 10:18:52,ROBOT_04,49.58,8.707,1.517,48.079,30.18,2,정상
2026-05-03 11:11:53,ROBOT_01,47.57,8.135,1.51,48.435,30.87,2,정상
2026-05-03 11:11:53,ROBOT_02,46.17,9.036,1.52,48.114,35.15,2,정상
2026-05-03 11:11:53,ROBOT_03,48.45,8.5,1.164,48.16,31.3,2,정상
2026-05-03 11:11:53,ROBOT_04,49.4,9.537,1.789,47.496,33.31,2,정상
2026-05-03 12:04:53,ROBOT_01,46,9.955,1.125,47.899,32.88,2,정상
2026-05-03 12:04:53,ROBOT_02,50.63,9.57,1.199,48.587,31.02,2,정상
2026-05-03 12:04:53,ROBOT_03,48.52,8.856,1.794,48.051,33,2,정상
2026-05-03 12:04:53,ROBOT_04,45,8.489,1.7,47.854,33.12,2,정상
2026-05-03 12:57:54,ROBOT_01,47.22,8.798,1.511,47.952,31.69,2,정상
2026-05-03 12:57:54,ROBOT_02,46.36,8.509,1.508,47.335,31.87,2,정상
2026-05-03 12:57:54,ROBOT_03,47.34,8.885,1.239,49.07,32.01,2,정상
2026-05-03 12:57:54,ROBOT_04,48.19,9.079,1.338,47.282,34.7,2,정상
2026-05-03 13:50:55,ROBOT_01,49.26,8.454,1.257,48.647,34.46,2,정상
2026-05-03 13:50:55,ROBOT_02,48.22,8.698,1.045,47.609,34.92,2,정상
2026-05-03 13:50:55,ROBOT_03,49.23,8.892,2.085,48.549,31.63,2,정상
2026-05-03 13:50:55,ROBOT_04,48.14,8.022,1.694,48.267,32.55,2,정상
2026-05-03 14:43:56,ROBOT_01,47.37,8.273,1.564,48.181,32.29,2,정상
2026-05-03 14:43:56,ROBOT_02,49.76,8.358,1.804,48.176,34.35,2,정상
2026-05-03 14:43:56,ROBOT_03,52,9.101,1.083,48.095,31.94,2,정상
2026-05-03 14:43:56,ROBOT_04,55.94,9.092,1.502,47.032,37.78,2,정상
2026-05-03 15:36:57,ROBOT_01,52.7,8.288,1.8,48.181,34.89,2,정상
2026-05-03 15:36:57,ROBOT_02,55.71,8.985,1.698,47.246,36.48,2,정상
2026-05-03 15:36:57,ROBOT_03,50.44,8.989,1.96,48.349,32.37,2,정상
2026-05-03 15:36:57,ROBOT_04,51.03,8.982,1.865,47.11,34.98,2,정상
2026-05-03 16:29:57,ROBOT_01,53.55,8.255,1.559,47.765,35.26,2,정상
2026-05-03 16:29:57,ROBOT_02,52.36,10.112,2.002,47.496,32.72,2,정상
2026-05-03 16:29:57,ROBOT_03,51.74,9.574,1.14,48.118,31.77,2,정상
2026-05-03 16:29:57,ROBOT_04,49.69,9.865,1.596,47.045,36.13,2,정상
2026-05-03 17:22:58,ROBOT_01,52.73,8.376,1.54,47.495,34.81,2,정상
2026-05-03 17:22:58,ROBOT_02,49.24,8.57,1.843,46.799,36.58,2,정상
2026-05-03 17:22:58,ROBOT_03,49.31,8.914,1.642,47.793,34.71,2,정상
2026-05-03 17:22:58,ROBOT_04,52.98,9.369,2.04,46.785,34.42,2,정상
2026-05-03 18:15:59,ROBOT_01,51.12,8.935,1.891,48.567,34.55,2,정상
